,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
986,S1,A1,3,M18,17,12,S1,A1,3,M18,17,12,85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,1.0,85.0,10051.0,1.0,0,0.0,85,0,0,0,0,0,0,,,,0,0,0.0,0,85.0,15.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,83.0,10446.0,0.976470588235294,0,0.0,83,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,85,3.704373412449917e-07,0,,0.0,0.0,,,,,,,,,,,
987,S1,A1,3,M5,4,12,S1,A1,3,M5,4,12,95.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,2.0,91.0,11068.0,0.9578947368421052,22,24.2,69,0,0,0,22,0,924,100.0,83.3,94.3,0,0,0.0,0,95.0,3.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,90.0,11691.0,0.9473684210526316,22,24.4,68,0,22,0,0,0,417,100.0,91.6,22,21,0.954545,1,100.0,,,,,,,,,,,0.0,0.0,,,22,22,22,1.0,95,4.140182049208731e-07,1,,0.231578947368421,22.0,,,,,,,,,,,
988,S1,A1,3,M6,5,12,S1,A1,3,M6,5,12,94.0,21.0,0.0,0.0,11.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,62.0,90.0,10252.0,0.9574468085106383,0,0.0,90,0,0,0,0,0,0,,,,0,0,0.0,0,94.0,18.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,148.0,92.0,11095.0,0.9787234042553192,0,0.0,92,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,94,4.096601185532849e-07,0,,0.0,0.0,,,,,,,,,,,
989,S1,A1,3,N17,16,13,S1,A1,3,N17,16,13,82.0,15.0,0.0,0.0,2.0,0.0,9.0,1.0,17.0,4.0,0.0,5.0,0.0,0.0,82.0,82.0,9223.0,1.0,0,0.0,82,0,0,0,0,0,0,,,,0,0,0.0,0,82.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,94.0,82.0,9969.0,1.0,0,0.0,82,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,1,0.0,82,3.573630821422273e-07,0,,0.0,0.0,,,,,,,,,,,
990,S1,A1,3,N18,17,13,S1,A1,3,N18,17,13,123.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,1.0,0.0,1.0,0.0,2.0,1.0,122.0,14511.0,0.991869918699187,2,1.6,120,0,0,0,0,2,14,0.0,0.0,0.0,0,0,0.0,0,123.0,8.0,8.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,122.0,15459.0,0.991869918699187,0,0.0,122,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,123,5.360446232133409e-07,0,,0.0,0.0,,,,,,,,,,,
991,S1,A1,3,N5,4,13,S1,A1,3,N5,4,13,149.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,38.0,0.0,18.0,0.0,1.0,0.0,129.0,15152.0,0.8657718120805369,0,0.0,129,0,0,0,0,0,0,,,,0,0,0.0,0,149.0,15.0,2.0,0.0,0.0,5.0,11.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,67.0,149.0,18388.0,1.0,0,0.0,149,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,149,6.493548687706325e-07,0,,0.0,0.0,,,,,,,,,,,
992,S1,A1,3,N6,5,13,S1,A1,3,N6,5,13,129.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,30.0,1.0,127.0,15041.0,0.9844961240310076,25,19.7,102,0,0,0,25,0,674,100.0,0.0,9.1,25,24,0.96,1,129.0,20.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,127.0,15966.0,0.9844961240310076,25,19.7,102,0,25,0,0,0,950,0.0,0.2,24,23,0.958333,1,100.0,1.0,52.0,0.0192307692307692,13.0,13.0,1.0,0.0,4.0,0.0,9.19103934273678e-08,0.0,26.0,2.0,1.0,0,0,0,,129,5.621931414188697e-07,0,0.0077519379844961,0.0,0.0,,,,,,,,,,,
993,S1,A1,3,O17,16,14,S1,A1,3,O17,16,14,30.0,8.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,26.0,3044.0,0.8666666666666667,0,0.0,26,0,0,0,0,0,0,,,,0,0,0.0,0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,29.0,3598.0,0.9666666666666668,0,0.0,29,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,30,1.3074259102764413e-07,0,,0.0,0.0,,,,,,,,,,,
994,S1,A1,3,O18,17,14,S1,A1,3,O18,17,14,110.0,4.0,0.0,0.0,0.0,0.0,19.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,110.0,13254.0,1.0,4,3.6,106,0,0,0,0,4,176,81.8,7.1,0.0,0,0,0.0,0,110.0,6.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,254.0,108.0,13300.0,0.9818181818181818,0,0.0,108,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,110,4.793895004346951e-07,0,,0.0,0.0,,,,,,,,,,,
995,S1,A1,3,O5,4,14,S1,A1,3,O5,4,14,113.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,1.0,0.0,6.0,0.0,0.0,2.0,112.0,12890.0,0.991150442477876,0,0.0,112,0,0,0,0,0,0,,,,0,0,0.0,0,113.0,20.0,1.0,0.0,0.0,9.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,113.0,14158.0,1.0,0,0.0,113,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,113,4.924637595374595e-07,0,,0.0,0.0,,,,,,,,,,,
996,S1,A1,3,O6,5,14,S1,A1,3,O6,5,14,91.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,15.0,0.0,1.0,2.0,80.0,9077.0,0.8791208791208791,0,0.0,77,3,0,0,0,0,0,,,,0,0,0.0,0,91.0,7.0,0.0,0.0,6.0,1.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,188.0,82.0,9856.0,0.9010989010989012,0,0.0,79,3,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,91,3.965858594505205e-07,0,,0.0,0.0,,,,,,,,,,,
997,S1,A1,3,P17,16,15,S1,A1,3,P17,16,15,103.0,5.0,0.0,0.0,2.0,1.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,12542.0,1.0,11,10.7,92,0,0,0,11,0,352,100.0,0.0,0.0,11,9,0.818182,2,103.0,4.0,6.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,103.0,13371.0,1.0,15,14.6,88,0,15,0,0,0,416,0.0,5.9,14,11,0.785714,3,100.0,1.0,107.0,0.0093457943925233,47.0,47.0,1.0,0.0,13.0,0.0,1.867502017846916e-07,0.0,51.0,5.0,1.0,0,0,0,,103,4.488828958615782e-07,0,0.0242718446601941,0.0,0.0,,,,,,,,,,,
998,S1,A1,3,P18,17,15,S1,A1,3,P18,17,15,68.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,65.0,7714.0,0.9558823529411764,0,0.0,65,0,0,0,0,0,0,,,,0,0,0.0,0,68.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,8254.0,0.9558823529411764,0,0.0,65,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,68,2.9634987299599337e-07,0,,0.0,0.0,,,,,,,,,,,
999,S1,A1,3,P5,4,15,S1,A1,3,P5,4,15,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,33.0,3767.0,0.9705882352941176,0,0.0,33,0,0,0,0,0,0,,,,0,0,0.0,0,34.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,3999.0,0.9705882352941176,0,0.0,33,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,34,1.4817493649799668e-07,0,,0.0,0.0,,,,,,,,,,,
1000,S1,A1,3,P6,5,15,S1,A1,3,P6,5,15,90.0,8.0,0.0,0.0,1.0,3.0,9.0,15.0,9.0,2.0,0.0,2.0,0.0,0.0,3.0,89.0,10419.0,0.9888888888888888,2,2.2,87,0,0,0,0,2,72,100.0,0.0,0.0,2,1,0.5,1,90.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,89.0,11194.0,0.9888888888888888,2,2.2,87,0,0,2,0,0,76,0.0,0.0,0,0,0.0,0,100.0,0.0,28.0,0.0,8.0,8.0,1.0,0.0,3.0,0.0,3.4420625426982364e-08,0.0,16.0,1.0,1.0,0,0,0,,90,3.922277730829324e-07,0,0.0055555555555555,0.0,0.0,,,,,,,,,,,
1001,S3,A1,3,A17,16,0,S3,A1,3,A17,16,0,83.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,23.0,5.0,0.0,3.0,0.0,0.0,109.0,82.0,9349.0,0.9879518072289156,1,1.2,81,0,0,0,1,0,22,100.0,0.0,0.0,1,0,0.0,1,83.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,77.0,9352.0,0.927710843373494,1,1.3,76,0,1,0,0,0,24,0.0,0.0,0,0,0.0,0,100.0,0.0,20.0,0.0,2.0,2.0,1.0,,,,3.84485709556718e-08,0.0,14.0,1.0,1.0,0,0,0,,83,3.617211685098154e-07,0,0.0060240963855421,0.0,0.0,,,,,,,,,,,
1002,S3,A1,3,A18,17,0,S3,A1,3,A18,17,0,87.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,3.0,85.0,10102.0,0.9770114942528736,1,1.2,84,0,0,0,0,1,32,100.0,0.0,0.0,1,0,0.0,1,87.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146.0,84.0,10801.0,0.9655172413793104,1,1.2,83,0,0,1,0,0,26,0.0,0.0,1,0,0.0,1,100.0,0.0,51.0,0.0,8.0,9.0,0.8888888888888888,0.0,1.0,0.0,9.117803969487882e-08,0.0,31.0,2.0,1.0,0,0,0,,87,3.79153513980168e-07,0,0.0114942528735632,0.0,0.0,,,,,,,,,,,
1003,S3,A1,3,A5,4,0,S3,A1,3,A5,4,0,84.0,7.0,0.0,0.0,8.0,0.0,6.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,3.0,78.0,9045.0,0.9285714285714286,0,0.0,74,4,0,0,0,0,0,,,,0,0,0.0,0,84.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,75.0,9686.0,0.8928571428571429,0,0.0,75,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,84,3.660792548774036e-07,0,,0.0,0.0,,,,,,,,,,,
1004,S3,A1,3,A6,5,0,S3,A1,3,A6,5,0,210.0,57.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,12.0,3.0,168.0,20204.0,0.8,0,0.0,168,0,0,0,0,0,0,,,,0,0,0.0,0,210.0,69.0,1.0,0.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,167.0,168.0,21385.0,0.8,0,0.0,168,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,210,9.151981371935088e-07,0,,0.0,0.0,,,,,,,,,,,
1005,S3,A1,3,B17,16,1,S3,A1,3,B17,16,1,3377.0,13.0,31.0,0.0,27.0,0.0,0.0,3204.0,20.0,6.0,0.0,0.0,1.0,3.0,148.0,3344.0,401150.0,0.990228013029316,0,0.0,3344,0,0,0,0,0,0,,,,0,0,0.0,0,3377.0,144.0,58.0,0.0,120.0,15.0,64.0,56.0,247.0,42.0,1.0,0.0,0.0,77.0,1351.0,3369.0,436730.0,0.9976310334616524,0,0.0,3368,1,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,3377,1.471725766334514e-05,0,,0.0,0.0,,,,,,,,,,,
1006,S3,A1,3,B18,17,1,S3,A1,3,B18,17,1,224.0,4.0,0.0,0.0,1.0,5.0,17.0,0.0,13.0,15.0,0.0,19.0,0.0,5.0,37.0,216.0,25888.0,0.9642857142857144,1,0.5,215,0,0,0,1,0,39,100.0,0.0,3.2,1,0,0.0,1,224.0,21.0,0.0,0.0,0.0,0.0,77.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,53.0,217.0,27746.0,0.96875,3,1.4,214,0,0,3,0,0,72,0.0,0.0,3,2,0.666667,1,100.0,1.0,61.0,0.0163934426229508,2.0,2.0,1.0,0.0,3.0,0.0,9.300892402610129e-08,0.0,0.0,2.0,1.0,0,0,0,,224,9.76211346339743e-07,0,0.0044642857142857,0.0,0.0,,,,,,,,,,,
1007,S3,A1,3,B5,4,1,S3,A1,3,B5,4,1,159.0,8.0,0.0,0.0,1.0,24.0,2.0,37.0,12.0,3.0,0.0,5.0,0.0,3.0,3.0,154.0,18415.0,0.9685534591194968,0,0.0,154,0,0,0,0,0,0,,,,0,0,0.0,0,159.0,29.0,1.0,0.0,0.0,0.0,31.0,0.0,29.0,0.0,5.0,0.0,0.0,1.0,300.0,152.0,19305.0,0.9559748427672956,0,0.0,152,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,159,6.929357324465139e-07,0,,0.0,0.0,,,,,,,,,,,
1008,S3,A1,3,B6,5,1,S3,A1,3,B6,5,1,109.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,4.0,0.0,0.0,0.0,8.0,91.0,109.0,12868.0,1.0,0,0.0,109,0,0,0,0,0,0,,,,0,0,0.0,0,109.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,292.0,108.0,13546.0,0.9908256880733946,0,0.0,108,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,1,0.0,109,4.75031414067107e-07,0,,0.0,0.0,,,,,,,,,,,
1009,S3,A1,3,C17,16,2,S3,A1,3,C17,16,2,127.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,127.0,15495.0,1.0,0,0.0,127,0,0,0,0,0,0,,,,0,0,0.0,0,127.0,1.0,6.0,0.0,0.0,4.0,56.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,317.0,116.0,14604.0,0.9133858267716536,0,0.0,116,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,127,5.534769686836935e-07,0,,0.0,0.0,,,,,,,,,,,
1010,S3,A1,3,C18,17,2,S3,A1,3,C18,17,2,285.0,18.0,1.0,0.0,2.0,0.0,30.0,0.0,52.0,6.0,0.0,5.0,0.0,11.0,45.0,274.0,32795.0,0.9614035087719298,111,40.5,163,0,0,0,38,73,3017,77.3,16.9,9.2,103,87,0.84466,16,285.0,16.0,4.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,13.0,0.0,0.0,5.0,197.0,275.0,34491.0,0.9649122807017544,101,36.7,173,1,40,61,0,0,2838,4.9,7.5,83,73,0.879518,10,81.4,20.0,703.0,0.0284495021337126,16.0,26.0,0.6153846153846154,0.0,58.0,0.0,8.978656760314975e-07,0.0,0.0,25.0,0.9615384615384616,9,9,9,1.0,285,1.2420546147626192e-06,1,0.043859649122807,0.031578947368421,0.5294117647058824,,,,,,,,,,,
1011,S3,A1,3,C5,4,2,S3,A1,3,C5,4,2,88.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,4.0,1.0,87.0,10393.0,0.9886363636363636,2,2.3,85,0,0,0,2,0,60,100.0,9.1,0.0,1,0,0.0,1,88.0,7.0,6.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,148.0,87.0,10602.0,0.9886363636363636,2,2.3,85,0,2,0,0,0,68,0.0,0.0,2,1,0.5,1,100.0,1.0,39.0,0.0256410256410256,25.0,25.0,1.0,0.0,2.0,0.0,9.300892402610129e-08,0.0384615384615384,26.0,2.0,1.0,0,0,0,,88,3.835116003477561e-07,0,0.0113636363636363,0.0,0.0,,,,,,,,,,,
1012,S3,A1,3,C6,5,2,S3,A1,3,C6,5,2,117.0,10.0,14.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,2.0,0.0,2.0,6.0,114.0,13689.0,0.9743589743589745,0,0.0,114,0,0,0,0,0,0,,,,0,0,0.0,0,117.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,17.0,113.0,14464.0,0.9658119658119658,0,0.0,113,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,117,5.098961050078121e-07,0,,0.0,0.0,,,,,,,,,,,
1013,S3,A1,3,D17,16,3,S3,A1,3,D17,16,3,160.0,8.0,0.0,0.0,7.0,0.0,3.0,8.0,9.0,11.0,0.0,2.0,0.0,21.0,23.0,154.0,18583.0,0.9625,10,6.5,144,0,0,0,10,0,185,100.0,7.1,37.5,10,8,0.8,2,160.0,17.0,1.0,0.0,0.0,0.0,19.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,42.0,154.0,19904.0,0.9625,5,3.2,149,0,5,0,0,0,60,100.0,100.0,5,4,0.8,1,,0.0,23.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,4.5039754548072674e-08,0.0,13.0,1.0,0.3333333333333333,5,5,5,1.0,160,6.97293818814102e-07,1,0.003125,0.03125,1.6666666666666667,,,,,,,,,,,
1014,S3,A1,3,D18,17,3,S3,A1,3,D18,17,3,181.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.0,3.0,2.0,0.0,0.0,141.0,171.0,19946.0,0.9447513812154696,3,1.8,168,0,0,0,0,3,60,,0.0,0.0,3,2,0.666667,1,181.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,696.0,169.0,20833.0,0.9337016574585636,0,0.0,169,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,20.0,0.0,,,,,,,4.5039754548072674e-08,0.0,0.0,1.0,1.0,0,0,0,,181,7.88813632533453e-07,0,0.0027624309392265,0.0,0.0,,,,,,,,,,,
1015,S3,A1,3,D5,4,3,S3,A1,3,D5,4,3,194.0,22.0,17.0,0.0,15.0,0.0,1.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,548.0,185.0,21641.0,0.9536082474226804,1,0.5,184,0,0,0,1,0,28,100.0,0.0,0.0,0,0,0.0,0,194.0,43.0,0.0,0.0,0.0,0.0,9.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,2885.0,163.0,20171.0,0.8402061855670103,0,0.0,163,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,194,8.454687553120988e-07,0,,0.0,0.0,,,,,,,,,,,
1016,S3,A1,3,D6,5,3,S3,A1,3,D6,5,3,168.0,24.0,0.0,0.0,1.0,0.0,0.0,5.0,48.0,4.0,8.0,6.0,0.0,1.0,256.0,151.0,17036.0,0.8988095238095238,1,0.7,150,0,0,0,0,1,12,100.0,0.0,0.0,1,0,0.0,1,168.0,29.0,0.0,0.0,3.0,0.0,7.0,0.0,19.0,0.0,7.0,0.0,0.0,0.0,659.0,153.0,18597.0,0.9107142857142856,0,0.0,153,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,8.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,1.2816190318557264e-08,0.0,4.0,1.0,1.0,0,0,0,,168,7.321585097548072e-07,0,0.0029761904761904,0.0,0.0,,,,,,,,,,,
1017,S3,A1,3,E17,16,4,S3,A1,3,E17,16,4,100.0,8.0,1.0,0.0,1.0,15.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,366.0,90.0,10801.0,0.9,4,4.4,86,0,0,0,0,4,120,100.0,14.3,5.3,4,3,0.75,1,100.0,12.0,0.0,0.0,1.0,1.0,7.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,1068.0,82.0,10363.0,0.82,5,6.1,77,0,0,5,0,0,137,4.2,5.4,5,3,0.6,2,100.0,5.0,76.0,0.0657894736842105,21.0,21.0,1.0,1.0,6.0,0.1666666666666666,1.409780935041299e-07,0.05,20.0,3.0,1.0,0,0,0,,100,4.358086367588138e-07,0,0.015,0.0,0.0,,,,,,,,,,,
1018,S3,A1,3,E18,17,4,S3,A1,3,E18,17,4,133.0,9.0,0.0,0.0,4.0,0.0,6.0,0.0,40.0,1.0,0.0,1.0,0.0,5.0,4.0,133.0,15830.0,1.0,25,18.8,95,13,0,0,25,0,77,0.0,0.0,67.6,22,19,0.863636,3,133.0,10.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,65.0,131.0,16556.0,0.9849624060150376,25,19.1,93,13,25,0,0,0,328,98.6,90.2,25,23,0.92,2,78.0,0.0,41.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.7969169478028624e-08,0.0,0.0,2.0,0.4,0,0,24,0.0,133,5.796254868892223e-07,0,0.0075187969924812,0.0,0.0,,,,,,,,,,,
1019,S3,A1,3,E5,4,4,S3,A1,3,E5,4,4,87.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,31.0,82.0,9860.0,0.942528735632184,0,0.0,82,0,0,0,0,0,0,,,,0,0,0.0,0,87.0,7.0,0.0,0.0,0.0,1.0,27.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,85.0,10386.0,0.9770114942528736,0,0.0,82,3,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,87,3.79153513980168e-07,0,,0.0,0.0,,,,,,,,,,,
1020,S3,A1,3,E6,5,4,S3,A1,3,E6,5,4,63.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,0.0,5.0,0.0,1.0,75.0,62.0,7021.0,0.984126984126984,0,0.0,62,0,0,0,0,0,0,,,,0,0,0.0,0,63.0,7.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,116.0,62.0,7666.0,0.984126984126984,0,0.0,62,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,63,2.745594411580527e-07,0,,0.0,0.0,,,,,,,,,,,
1021,S3,A1,3,F17,16,5,S3,A1,3,F17,16,5,141.0,12.0,0.0,0.0,6.0,0.0,4.0,0.0,23.0,14.0,0.0,2.0,0.0,0.0,283.0,134.0,15860.0,0.950354609929078,0,0.0,134,0,0,0,0,0,0,,,,0,0,0.0,0,141.0,11.0,2.0,0.0,1.0,3.0,16.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,561.0,135.0,16759.0,0.9574468085106383,0,0.0,135,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,141,6.144901778299274e-07,0,,0.0,0.0,,,,,,,,,,,
1022,S3,A1,3,F18,17,5,S3,A1,3,F18,17,5,151.0,7.0,0.0,0.0,2.0,0.0,0.0,8.0,32.0,13.0,0.0,0.0,0.0,0.0,2.0,151.0,18117.0,1.0,0,0.0,151,0,0,0,0,0,0,,,,0,0,0.0,0,151.0,25.0,0.0,0.0,0.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,150.0,19130.0,0.9933774834437086,0,0.0,150,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,151,6.580710415058088e-07,0,,0.0,0.0,,,,,,,,,,,
